OD(m),t(m),currentTop,currentBottom,toptension,depth(m),coverage,buoyThick,log(OMFD),MAPE
0.223106568,0.016983084,2.276127603,0.028016787,3440.140188,699.9782853,0.5,0.330147465,1.340444115,34.95966937
0.459429246,0.008740356,2.610993853,0.091794738,1825.476789,718.8231127,0.5,0.330147465,2.859138297,28.33962772
0.336312262,0.012607312,2.655109959,0.299266477,2484.256466,868.7400057,0.5,0.330147465,2.409933123,27.36363996
0.190682093,0.009810081,2.412748209,0.282766158,2823.044097,1138.568026,0.5,0.330147465,1.88592634,16.99918585
0.23925874,0.01166465,2.461927128,0.411087848,1107.910332,1046.307356,0.5,0.330147465,2.78604121,20.28211235
0.420837186,0.017166631,0.587816315,0.040884626,3372.189884,840.9444305,0.5,0.330147465,-1.386158178,5.049053218
0.411392184,0.007814292,2.496869215,0.199563097,949.2359206,801.5607513,0.5,0.330147465,3.049218023,41.07773906
0.167863011,0.018568599,2.162440225,0.40732119,1470.898634,1067.947255,0.5,0.330147465,2.120573931,29.06249081
0.371884171,0.008578771,2.389384184,0.325143085,5946.992839,1376.984991,0.5,0.330147465,1.57634135,5.687053848
0.260285708,0.010164606,1.630932964,0.026878577,1547.212278,1384.665845,0.5,0.330147465,1.715167358,7.027594027
0.317847068,0.016835527,0.454680721,0.074790772,5057.381316,828.2691406,0.5,0.330147465,-3.179798541,11.69623051
0.187045407,0.012189453,1.537004618,0.070700415,4756.555356,1488.745112,0.5,0.330147465,-0.207608311,8.105607695
0.188475676,0.015827347,2.410263446,0.113566107,1944.724107,707.2419947,0.5,0.330147465,1.986771734,31.67334496
0.273410801,0.017709554,2.091245517,0.146190533,2673.928412,1435.511754,0.5,0.330147465,1.876794976,8.916164321
0.162031613,0.014282574,2.715148408,0.350155865,402.164585,595.9401542,0.5,0.330147465,3.064457989,33.18717174
0.36375636,0.010331421,1.630854842,0.029432604,2214.811513,1415.8205,0.5,0.330147465,1.64738297,16.36119708
0.375298375,0.016011657,0.774671749,0.004478329,4906.326732,1435.617809,0.5,0.330147465,-1.266000713,16.55309876
0.211714496,0.00949043,1.004141226,0.184102842,2982.094131,1492.063158,0.5,0.330147465,-0.655607726,29.72362971
0.448040303,0.009557305,0.26761264,0.002047191,4468.367423,1319.739382,0.5,0.330147465,-4.034328029,3.822344759
0.211854159,0.010395176,2.652214965,0.136347684,1151.518056,1266.910442,0.5,0.330147465,2.973127854,3.704918483
0.507805107,0.015538017,2.405703944,0.08718794,4299.558807,1095.907696,0.5,0.330147465,2.029383778,33.6883544
0.280012788,0.013622818,0.926731351,0.019571173,2712.037782,1215.889429,0.5,0.330147465,-0.519993057,13.6944882
0.179654036,0.007426382,2.639232746,0.275442664,4712.676276,844.6923102,0.5,0.330147465,1.354108439,8.592463842
0.267469719,0.01478271,1.468704951,0.022331435,1578.186944,662.5174428,0.5,0.330147465,1.217483944,8.423279324
0.284326776,0.010101551,0.52262815,0.018629358,4988.532589,644.7793486,0.5,0.330147465,-3.120330794,45.28988462
0.188195037,0.017790622,0.903553882,0.00262831,4238.714156,797.3728992,0.5,0.330147465,-1.906578315,20.38545988
0.174301443,0.018923134,2.20664798,0.332934741,3459.638006,758.3793676,0.5,0.330147465,1.133538908,31.66199022
0.203445103,0.017258264,0.230399616,0.488579949,3524.59537,1357.894988,0.5,0.330147465,-3.462180905,23.10807641
0.324715558,0.010421561,2.019366529,0.369368969,3725.968602,1145.580543,0.5,0.330147465,1.445604203,24.49100461
0.457135042,0.017990133,2.463305096,0.105687551,5494.18028,1004.494114,0.5,0.330147465,1.728353782,29.25308086
0.315103191,0.007532814,1.507257664,0.04509334,2354.85214,1014.607934,0.5,0.330147465,1.056904851,20.68673193
0.455159734,0.009842572,2.552204131,0.087918933,2794.782677,613.627705,0.5,0.330147465,2.515873844,12.32965043
0.260018049,0.01695261,2.15865675,0.153837954,3821.930582,1334.41731,0.5,0.330147465,1.428134794,10.34112191
0.519270259,0.012236366,2.631537064,0.085117302,4412.688475,1150.064967,0.5,0.330147465,2.336459734,7.860195984
0.200235679,0.007453397,1.944657817,0.492229921,1349.534675,1111.208968,0.5,0.330147465,2.170261715,37.87773763
0.257695992,0.009816506,2.647734602,0.226488699,3246.19514,842.0769675,0.5,0.330147465,2.075546961,13.73716733
0.321311096,0.013379809,2.628161909,0.515993506,2679.178063,798.6627093,0.5,0.330147465,2.309630167,45.71298352
0.711870657,0.012242656,2.076083545,0.139984429,11789.92299,1433.639091,0.5,0.330147465,1.041392685,16.48146027
0.201947794,0.010650219,0.40307056,0.043587886,3158.92702,1427.621325,0.5,0.330147465,-3.565431096,10.11696403
0.195749878,0.013741492,1.926697398,0.003548249,1548.667082,910.3564403,0.5,0.330147465,1.686636269,33.44249027
0.471229154,0.018787794,2.085432261,0.02153285,3676.180475,1214.651276,0.5,0.330147465,1.812244697,26.77338158
0.448365181,0.01548067,1.702688877,0.228940638,5977.142022,989.7198554,0.5,0.330147465,0.698970004,25.29266367
0.331835597,0.007298185,2.592819647,0.055892275,1740.420813,600.8365062,0.5,0.330147465,2.683947131,23.72615957
0.262188922,0.014285095,1.927416668,0.272714163,3409.81514,1203.814098,0.5,0.330147465,1.190331698,30.90304718
0.36856675,0.007971268,2.391569379,0.398483391,4171.352948,1494.712871,0.5,0.330147465,1.984077034,10.54380897
0.308083313,0.00977382,2.702190782,0.298602751,1850.384479,940.0115661,0.5,0.330147465,2.754348336,12.7921735
0.363662986,0.007420602,1.78397498,0.052304833,3711.171483,504.8781038,0.5,0.330147465,0.961421094,42.22778781
0.469398222,0.012707779,2.565511333,0.252822116,2178.371725,1103.033873,0.5,0.330147465,2.697229343,29.7988707
0.181170808,0.01253178,2.166767718,0.275231965,3781.373643,1180.6908,0.5,0.330147465,1.100370545,30.93332264
0.312802331,0.00891411,2.546507609,0.441105379,3446.118094,918.1244571,0.5,0.330147465,2.127104798,10.7232963
0.304515223,0.011309561,0.251449036,0.026989383,3689.586591,1389.92754,0.5,0.330147465,-4.514278574,10.92461192
0.236639793,0.01248907,1.871251767,0.457002552,3788.442418,613.2803145,0.5,0.330147465,0.800717078,34.49361061
0.17762461,0.017832565,1.731032495,0.233556817,2640.343962,828.651179,0.5,0.330147465,0.799340549,28.52067809
0.188063502,0.012484479,1.246908495,0.179274087,3344.058078,1191.483992,0.5,0.330147465,-0.326979093,5.09888967
0.707357625,0.011647357,2.07271159,0.261139976,10260.87287,1362.351461,0.5,0.330147465,1.252853031,25.07154155
0.465600034,0.018464877,2.54274458,0.102152644,3265.922876,1285.399051,0.5,0.330147465,2.342422681,20.30997531
0.580840335,0.011109182,2.649324311,0.47277179,6960.379001,1259.097897,0.5,0.330147465,2.086359831,39.66828633
0.454105036,0.017895592,2.560244119,0.014554504,5267.846845,1298.007406,0.5,0.330147465,1.971739591,0.539133592
0.232974157,0.010477654,2.139699513,0.386431581,3487.22952,1308.641323,0.5,0.330147465,1.456366033,25.35634078
0.498637404,0.007866124,2.199838841,0.122788546,1938.378104,996.0679173,0.5,0.330147465,2.640481437,35.03025499
0.435665365,0.0181752,2.598400998,0.011672757,5542.704252,1008.691175,0.5,0.330147465,1.831229694,19.48139333
0.22845475,0.00827939,1.842456262,0.163619068,2335.080269,1233.816322,0.5,0.330147465,1.413299764,26.84576854
0.238335617,0.012415578,2.281713308,0.276446746,3337.389774,1066.758167,0.5,0.330147465,1.59439255,32.44128057
0.230548059,0.013273472,2.494487877,0.061386264,686.5160408,1074.630116,0.5,0.330147465,2.906873535,29.0525679
0.335358419,0.011775863,2.670988544,0.046749251,2836.910818,971.1127289,0.5,0.330147465,2.40654018,1.095826293
0.371034991,0.009993266,1.762432755,0.190204063,2582.922488,1476.402509,0.5,0.330147465,1.753583059,11.72323207
0.51127499,0.012571182,2.48699476,0.036370705,5982.035856,1472.038742,0.5,0.330147465,2.012837225,9.434501932
0.371741214,0.016150566,1.954261034,0.076395525,4883.874061,1480.490325,0.5,0.330147465,1.238046103,1.619563873
0.343814241,0.013612916,2.032591352,0.213243975,2030.249822,703.4685326,0.5,0.330147465,1.962369336,27.94920601
0.265569197,0.01546822,0.046752164,0.300740845,4685.969544,652.5624862,0.5,0.330147465,-5.841637508,8.342963451
0.364858951,0.00819962,1.597354488,0.248327512,2896.595567,1157.548765,0.5,0.330147465,1.269512944,17.83730092
0.178203325,0.013090528,2.170199054,0.138295466,2488.110181,1432.551759,0.5,0.330147465,1.824776462,0.284361587
0.315029789,0.012446435,2.119526014,0.239341977,4874.825452,1253.365834,0.5,0.330147465,1.276461804,2.605305062
0.330985383,0.013739225,2.320188708,0.217728683,3171.934092,1383.471405,0.5,0.330147465,2.053078443,4.206125831
0.24114027,0.009598442,1.85069692,0.122689397,2789.351741,991.8665879,0.5,0.330147465,1.184691431,24.95586914
0.289849911,0.012444374,0.442557345,0.44946169,2231.478143,851.3976539,0.5,0.330147465,-1.638272164,1.757381601
0.222284637,0.012037538,2.25930061,0.369626249,2204.045619,863.800054,0.5,0.330147465,1.930949031,40.18195852
0.365694812,0.009882462,2.697963484,0.120658868,3256.527931,1094.149171,0.5,0.330147465,2.428134794,1.20756234
0.543307058,0.017512798,0.19349303,0.46060731,7784.245477,1048.816489,0.5,0.330147465,-3.247183569,19.86380089
0.23642829,0.012158147,2.513000915,0.180660221,4157.330607,813.0312477,0.5,0.330147465,1.584331224,5.865120977
0.228936628,0.018565451,2.645445029,0.335308636,4354.101132,776.664925,0.5,0.330147465,1.57863921,21.97219727
0.215864671,0.01500935,0.617646598,0.004381019,4831.358128,1076.152706,0.5,0.330147465,-2.88941029,21.40087575
0.566044269,0.009153195,2.196962302,0.006142951,2270.33433,1126.672395,0.5,0.330147465,2.57634135,48.36801389
0.374648869,0.018281348,2.528427357,0.000952744,1980.883317,847.6038665,0.5,0.330147465,2.44870632,18.16510507
0.193711531,0.008299611,1.336587905,0.049861687,4310.462367,1483.386926,0.5,0.330147465,-0.536107011,15.48229918
0.306284565,0.008518355,2.322263422,0.411232246,2707.228742,1417.527573,0.5,0.330147465,2.201397124,28.5689061
0.229799926,0.011645469,2.443054627,0.355152895,4374.578649,1036.241991,0.5,0.330147465,1.436162647,27.23277167
0.171452998,0.01180081,1.72653983,0.082211666,3918.692122,1125.111028,0.5,0.330147465,0.278753601,14.45495956
0.398813753,0.010406771,2.442316072,0.126048041,2991.751955,1341.999006,0.5,0.330147465,2.411619706,7.742362806
0.341217805,0.012468473,2.318773425,0.123068038,1996.130573,1222.451316,0.5,0.330147465,2.439332694,1.327780944
0.311476684,0.01182708,2.66169284,0.248040456,3951.086922,1345.678148,0.5,0.330147465,2.152288344,5.812609952
0.317393328,0.016933398,2.096886123,0.220817606,4245.464745,1131.860979,0.5,0.330147465,1.371067862,6.532076639
0.639072652,0.007657866,2.386842514,0.241266881,6751.332895,1307.298246,0.5,0.330147465,2.103803721,11.37470635
0.291555971,0.00965931,0.419873674,0.439712882,4719.847433,1272.824095,0.5,0.330147465,-2.721246399,20.85320533
0.24381785,0.013410029,2.323357646,0.107621967,2323.868763,730.863259,0.5,0.330147465,1.839478047,47.6232748
0.423839953,0.0086731,1.968776315,0.07574169,5787.504319,912.1549909,0.5,0.330147465,1.029383778,1.70823755
0.20886478,0.012402518,2.324693134,0.085725709,2326.31969,1048.652864,0.5,0.330147465,1.943988875,21.02987663
0.305097955,0.014223843,2.497662584,0.386324118,4876.269802,886.781886,0.5,0.330147465,1.602059991,18.78044137
0.21696937,0.018645502,0.053910803,0.377419901,823.4291765,1201.823975,0.5,0.330147465,-1.913640169,11.23566838
0.444021604,0.010426475,2.650205845,0.348316641,4835.089537,916.3814137,0.5,0.330147465,2.130333768,17.16064466
0.226670735,0.009617312,2.305272249,0.428529946,4955.550569,1421.308294,0.5,0.330147465,1.217483944,15.01023269
0.191489432,0.011184302,2.224515206,0.209807727,1450.999869,848.9921717,0.5,0.330147465,2.193124598,27.96059643
0.37762536,0.013481742,2.556287793,0.182262401,6448.432142,1129.767025,0.5,0.330147465,1.57054294,1.837322248
0.613152749,0.009923974,1.229393894,0.052751765,7578.427634,721.3492548,0.5,0.330147465,0.161368002,22.55434492
0.363443942,0.007316906,2.161933349,0.260898035,3482.288528,740.7802763,0.5,0.330147465,1.738780558,24.75587344
0.253425941,0.016061212,2.079381605,0.081709845,1164.310134,1200.065643,0.5,0.330147465,2.390935107,4.979891871
0.362148581,0.007527418,1.866518822,0.16240341,1498.443409,1041.912912,0.5,0.330147465,2.269512944,15.88332479
0.326009046,0.012408958,0.223997014,0.515674163,3827.13601,954.0085572,0.5,0.330147465,-2.946921557,15.51714845
0.221618621,0.007185622,2.469126924,0.058571358,4211.564888,859.8707791,0.5,0.330147465,1.463892989,4.921891514
0.610954507,0.018602266,0.075630563,0.458787887,3569.711974,680.9886036,0.5,0.330147465,-1.89279003,8.827150722
0.201168518,0.010675179,2.279424854,0.271295723,3226.368898,758.0488769,0.5,0.330147465,1.450249108,26.5078877
0.361948354,0.011747385,2.459054273,0.480303621,4202.787288,1321.581052,0.5,0.330147465,1.981365509,17.35172314
0.376161937,0.009201918,2.098162976,0.431628256,5580.091274,1368.203975,0.5,0.330147465,1.274157849,19.6388083
0.350367547,0.007663631,1.383594487,0.045699958,1046.501992,1173.699818,0.5,0.330147465,1.890421019,39.56165676
0.247636421,0.007626808,1.757319799,0.106558768,1973.753415,1178.623936,0.5,0.330147465,1.57863921,13.14476636
0.262530947,0.010094216,2.126911159,0.11994767,3582.623952,1238.369003,0.5,0.330147465,1.444044796,12.16287817
0.214075111,0.00923817,2.412452218,0.077239948,4947.465509,720.5560732,0.5,0.330147465,1.100370545,4.305025159
0.310249083,0.018618448,2.669231213,0.158086081,2201.58874,851.6189479,0.5,0.330147465,2.365487985,27.35603592
0.164616784,0.018221515,2.044741994,0.142119212,4196.622146,1282.060926,0.5,0.330147465,0.722633923,19.16673532
0.36933844,0.008617673,1.242616931,0.112061256,2535.528547,1122.076047,0.5,0.330147465,0.745855195,35.20438544
0.299993986,0.007233782,1.968097615,0.390289724,3025.393288,932.6740729,0.5,0.330147465,1.506505032,21.85184098
0.280483969,0.016550467,1.900275245,0.376154015,1592.985247,1034.798221,0.5,0.330147465,2.133538908,7.533639941
0.415099388,0.014790775,2.363412223,0.03896131,3807.765817,1285.934246,0.5,0.330147465,2.086359831,8.398406301
0.257932626,0.013934796,0.297456206,0.393957658,2909.925136,1133.901113,0.5,0.330147465,-2.943095149,13.33503229
0.31389697,0.009686544,2.371482164,0.036630624,2720.886671,693.9868723,0.5,0.330147465,1.997386384,29.55335172
0.205444033,0.01395183,2.124753383,0.179090592,2509.859108,1325.010561,0.5,0.330147465,1.813580989,4.421207271
0.569487788,0.007014156,1.41545712,0.267415804,6940.164408,949.7563953,0.5,0.330147465,0.371067862,30.15029794
0.481373797,0.011301811,2.214758556,0.248758907,4734.736054,1215.694958,0.5,0.330147465,1.77815125,36.98001874
0.432498399,0.014044051,2.508687268,0.101196915,1798.890856,1042.826227,0.5,0.330147465,2.675778342,23.68256765
0.350208118,0.01199548,2.401756553,0.297124094,5594.244212,1256.560831,0.5,0.330147465,1.57863921,1.499594743
0.524963506,0.015470766,1.968543325,0.165165758,6137.382308,1220.446629,0.5,0.330147465,1.309630167,28.10219983
0.254995615,0.015052273,2.539104125,0.266843682,1481.707948,1130.773745,0.5,0.330147465,2.679427897,2.293823662
0.51083687,0.010783178,0.059950023,0.286513786,4520.812234,1199.520593,0.5,0.330147465,-4.060980224,13.26993207
0.656827012,0.013317324,2.495996583,0.060632712,3646.174735,1135.656704,0.5,0.330147465,2.62324929,28.90164342
0.293770233,0.008132814,0.534285641,0.472241123,4631.320671,617.7955003,0.5,0.330147465,-2.052566278,19.83822265
0.575607849,0.011391146,2.714655959,0.15837786,5470.607818,1055.527927,0.5,0.330147465,2.338456494,9.627252881
0.234343072,0.008130051,1.812395301,0.309016785,3987.377198,1163.070351,0.5,0.330147465,0.681241237,28.36182129
0.413720268,0.019017395,2.454773617,0.09594777,4934.420286,1053.192798,0.5,0.330147465,1.755112266,15.54683166
0.483019888,0.01116073,2.417476328,0.022631502,2695.508246,824.6940102,0.5,0.330147465,2.439332694,15.72861546
0.205390797,0.010595822,2.558351407,0.098552082,1302.231102,1233.059413,0.5,0.330147465,2.837588438,9.148344833
0.248321092,0.013720988,2.486547686,0.141457617,3569.6103,1448.314703,0.5,0.330147465,1.997386384,12.96794277
0.247044324,0.018389666,2.659930809,0.080543713,930.8403736,614.8890181,0.5,0.330147465,2.697229343,26.69019577
0.390131365,0.012104644,1.867291187,0.217618831,7663.830668,1332.952754,0.5,0.330147465,0.469822016,13.68328837
0.363115777,0.010744028,1.399575568,0.091647149,2725.636325,1343.119106,0.5,0.330147465,0.995196292,28.30917454
0.294564925,0.01663451,2.136796438,0.196231551,4678.191624,1116.300561,0.5,0.330147465,1.181843588,22.03708446
0.617971306,0.007994618,2.035411747,0.241409185,7165.40752,1423.43822,0.5,0.330147465,1.534026106,30.35059256
0.43943298,0.01191703,2.212605784,0.339797505,3444.758378,902.4497273,0.5,0.330147465,1.974511693,43.81285706
0.500745026,0.017281868,2.568393977,0.299474132,4152.95931,1498.040313,0.5,0.330147465,2.315970345,35.93160303
0.316621038,0.014528219,2.361427732,0.07118603,3535.928931,1372.87749,0.5,0.330147465,1.938519725,5.410239186
0.202775763,0.010622474,2.556213802,0.357266123,3082.372416,1122.258252,0.5,0.330147465,1.997386384,12.63784039
0.475458983,0.013957842,1.404406653,0.112420553,7777.81689,1339.606471,0.5,0.330147465,-0.067526235,11.51967057
0.301002562,0.017135061,1.793720106,0.071956482,1559.822036,1140.389988,0.5,0.330147465,1.866877814,15.26291276
0.720111798,0.012697834,0.23984265,0.015735584,7033.661101,822.5704094,0.5,0.330147465,-4.202040356,8.328935623
0.423309441,0.018411529,2.085995578,0.230347286,5944.243565,1187.626597,0.5,0.330147465,1.178976947,33.90370561
0.46689392,0.007154422,2.640047692,0.03960562,2990.330277,723.1015032,0.5,0.330147465,2.721810615,16.35918224
0.380604288,0.013181811,1.560638745,0.139134207,4330.283642,698.4099963,0.5,0.330147465,0.592176757,17.35317358
0.530369212,0.00768252,2.621010626,0.052037623,2980.529088,614.2611042,0.5,0.330147465,2.752816431,8.871287471
0.593931139,0.011114947,1.591535195,0.160988258,9283.518552,1465.141609,0.5,0.330147465,0.46686762,5.802129402
0.315718761,0.00885685,1.658654002,0.244151554,3007.680031,1109.527002,0.5,0.330147465,1.103803721,16.17297825
0.305910021,0.015874135,2.519355984,0.216855152,3121.734332,1045.395065,0.5,0.330147465,2.075546961,12.84097634
0.153787813,0.008047421,0.98820902,0.00534395,1904.812285,932.1044165,0.5,0.330147465,-0.630784143,3.887376481
0.157734374,0.018546159,1.77268358,0.040583328,1451.779763,1041.523463,0.5,0.330147465,1.514547753,10.80225665
0.439610789,0.015590154,2.310468564,0.212020561,2598.016581,754.1736872,0.5,0.330147465,2.220108088,30.20036997
0.244889995,0.014758939,2.707179774,0.096343155,4673.565746,741.9647013,0.5,0.330147465,1.602059991,8.689546667
